User ID,Timestamp,Action,Resource,Status,Compliant
fuczhexe,2023-01-02 17:20:17,Access,Documents,Success,True
exfejevg,2023-01-02 17:20:22,Access,Reports,Success,True
yzxojimf,2023-01-02 17:20:24,View,Documents,Success,True
buksnmwt,2023-01-02 17:20:32,Access,Reports,Success,True
lmjsqzyy,2023-01-02 17:20:46,Delete,Financials,Unauthorized,False
fyioxvty,2023-01-02 17:20:54,Edit,Financials,Success,False
tbanqyak,2023-01-02 17:21:33,View,Reports,Success,True
sawhqyjj,2023-01-02 17:21:42,View,Reports,Success,True
gdmftcpl,2023-01-02 17:21:53,Login,Dashboard,Success,True
bopuyaxs,2023-01-02 17:22:23,Edit,Admin Panel,Unauthorized,False
ceonyark,2023-01-02 17:22:23,Access,Financials,Unauthorized,False
arbtsruc,2023-01-02 17:22:25,View,Documents,Success,True
kwxankpn,2023-01-02 17:23:09,Delete,Financials,Unauthorized,False
kcpngnbv,2023-01-02 17:23:55,Login,Admin Panel,Unauthorized,False
liqdeyja,2023-01-02 17:24:41,Edit,Financials,Success,False
ycmbjucw,2023-01-02 17:24:41,Access,Dashboard,Success,True
rklbknat,2023-01-02 17:25:24,Edit,Financials,Unauthorized,False
nsepreul,2023-01-02 17:25:27,View,Reports,Success,True
fwqlymel,2023-01-02 17:25:28,Edit,Admin Panel,Unauthorized,False
zsiioeya,2023-01-02 17:25:29,Login,Dashboard,Success,True
goxwdpxp,2023-01-02 17:25:36,View,Admin Panel,Success,False
vkxbdpaj,2023-01-02 17:26:19,Access,Dashboard,Success,True
ofprstlh,2023-01-02 17:26:26,Delete,Admin Panel,Unauthorized,False
iqaujiyr,2023-01-02 17:26:44,View,Reports,Success,True
whzrryze,2023-01-02 17:27:13,Login,Admin Panel,Unauthorized,False
lzcrwnvu,2023-01-02 17:27:26,Access,Financials,Success,False
enkmlllz,2023-01-02 17:28:38,Edit,Financials,Success,False
cueoeaoa,2023-01-02 17:28:57,Delete,Admin Panel,Unauthorized,False
vakyyhqo,2023-01-02 17:29:02,Edit,Financials,Unauthorized,False
cxcvvyce,2023-01-02 17:29:06,Access,Dashboard,Success,True
xsokfduy,2023-01-02 17:29:25,Access,Admin Panel,Unauthorized,False
xavqqhdn,2023-01-02 17:29:36,Access,Financials,Unauthorized,False
nhqcawdv,2023-01-02 17:30:48,Access,Documents,Success,True
hpikcuny,2023-01-02 17:30:53,Access,Admin Panel,Unauthorized,False
efhwbqtn,2023-01-02 17:30:59,Access,Documents,Success,True
lmcnrhyx,2023-01-02 17:31:06,Access,Dashboard,Success,True
lpfkvxlc,2023-01-02 17:31:08,Edit,Admin Panel,Success,False
ztzkhfml,2023-01-02 17:31:54,Delete,Admin Panel,Unauthorized,False
gtnnyymr,2023-01-02 17:33:26,View,Dashboard,Success,True
rruyccje,2023-01-02 17:33:49,Access,Reports,Success,True
tfconvpf,2023-01-02 17:34:28,View,Financials,Success,False
kwfmflgb,2023-01-02 17:35:13,Edit,Admin Panel,Unauthorized,False
fbqmvjei,2023-01-02 17:35:29,Access,Documents,Success,True
juavmqfz,2023-01-02 17:35:38,Access,Financials,Success,False
kyeavfvx,2023-01-02 17:35:40,Login,Financials,Success,False
zeljeuqq,2023-01-02 17:35:51,View,Reports,Success,True
hmcgszrz,2023-01-02 17:35:53,Login,Documents,Success,True
kaklfxjo,2023-01-02 17:36:00,Login,Reports,Success,True
uftmoagz,2023-01-02 17:36:24,Edit,Admin Panel,Unauthorized,False
mxjibbly,2023-01-02 17:36:34,Edit,Financials,Unauthorized,False
jfsfmcnx,2023-01-02 17:37:04,Access,Dashboard,Success,True
jsvxodyu,2023-01-02 17:37:05,Login,Financials,Unauthorized,False
jqdkycmo,2023-01-02 17:37:07,Delete,Admin Panel,Unauthorized,False
ociqravk,2023-01-02 17:37:35,Access,Reports,Success,True
apcvoecf,2023-01-02 17:37:57,View,Documents,Success,True
zqrxbgdp,2023-01-02 17:37:58,View,Financials,Unauthorized,False
msnrgjfu,2023-01-02 17:38:14,Edit,Financials,Success,False
cadpgihm,2023-01-02 17:38:35,View,Reports,Success,True
jowbffwp,2023-01-02 17:38:40,View,Documents,Success,True
jmoxpqdn,2023-01-02 17:38:58,Login,Reports,Success,True
pqstedov,2023-01-02 17:39:02,Access,Dashboard,Success,True
lyzmsabg,2023-01-02 17:39:03,Access,Dashboard,Success,True
usjssfhn,2023-01-02 17:39:53,View,Documents,Success,True
wxsneeab,2023-01-02 17:40:23,Login,Reports,Success,True
ojhicixy,2023-01-02 17:40:27,View,Dashboard,Success,True
gdprsccn,2023-01-02 17:40:44,Edit,Financials,Unauthorized,False
ssmgcavc,2023-01-02 17:41:03,Edit,Financials,Unauthorized,False
owiicqwe,2023-01-02 17:41:24,Access,Dashboard,Success,True
iepnvcjm,2023-01-02 17:41:37,Edit,Financials,Unauthorized,False
qrosvfey,2023-01-02 17:42:04,View,Admin Panel,Unauthorized,False
tdskgvon,2023-01-02 17:42:25,View,Documents,Success,True
hzdqxesz,2023-01-02 17:42:27,Delete,Financials,Success,False
kahljjwn,2023-01-02 17:42:33,Delete,Financials,Unauthorized,False
qxbozljp,2023-01-02 17:42:41,Access,Dashboard,Success,True
wodsrkmn,2023-01-02 17:42:47,Access,Dashboard,Success,True
huictjsh,2023-01-02 17:42:55,Delete,Admin Panel,Unauthorized,False
wugpcdzp,2023-01-02 17:43:28,View,Reports,Success,True
vnetrdro,2023-01-02 17:43:47,View,Documents,Success,True
mnnfhsxw,2023-01-02 17:44:25,View,Documents,Success,True
fhtlqbmd,2023-01-02 17:45:19,Login,Reports,Success,True
bwyqiljx,2023-01-02 17:45:19,View,Documents,Success,True
wozbznmi,2023-01-02 17:45:24,Edit,Admin Panel,Success,False
velptwca,2023-01-02 17:45:42,View,Reports,Success,True
wiibhozy,2023-01-02 17:45:47,Login,Admin Panel,Unauthorized,False
vsdygfvr,2023-01-02 17:45:48,View,Documents,Success,True
tjwuzrig,2023-01-02 17:45:50,Access,Financials,Success,False
vbzwcbcf,2023-01-02 17:46:10,View,Financials,Unauthorized,False
wtdbzcfu,2023-01-02 17:46:13,View,Documents,Success,True
vnnnwgkq,2023-01-02 17:46:25,Login,Dashboard,Success,True
sngzborg,2023-01-02 17:46:28,View,Reports,Success,True
gzwjncbw,2023-01-02 17:46:32,View,Dashboard,Success,True
twxbfgfx,2023-01-02 17:46:38,Access,Reports,Success,True
lmvaqobt,2023-01-02 17:46:41,View,Reports,Success,True
avwivmoy,2023-01-02 17:46:46,Edit,Financials,Success,False
xynozjkr,2023-01-02 17:46:54,Login,Reports,Success,True
lkqaoumt,2023-01-02 17:47:06,View,Dashboard,Success,True
goabjhvp,2023-01-02 17:47:20,View,Documents,Success,True
qkyllohv,2023-01-02 17:47:45,Login,Admin Panel,Success,False
baopmshu,2023-01-02 17:47:56,Delete,Financials,Unauthorized,False
kyzaghrz,2023-01-02 17:48:10,Login,Reports,Success,True
nigsvrwk,2023-01-02 17:48:36,Login,Documents,Success,True
kofrpwcs,2023-01-02 17:48:45,Delete,Admin Panel,Unauthorized,False
qwqnhvih,2023-01-02 17:48:50,Login,Reports,Success,True
wkqwvzyu,2023-01-02 17:48:53,View,Financials,Unauthorized,False
xowmmezj,2023-01-02 17:48:57,View,Admin Panel,Unauthorized,False
eodkpltx,2023-01-02 17:49:36,Access,Reports,Success,True
ykuckart,2023-01-02 17:49:39,Access,Financials,Unauthorized,False
kpuluwma,2023-01-02 17:49:43,Login,Dashboard,Success,True
xythpjqu,2023-01-02 17:50:45,Edit,Admin Panel,Unauthorized,False
eyndzttu,2023-01-02 17:51:00,View,Financials,Unauthorized,False
lbbsvrxl,2023-01-02 17:51:03,View,Admin Panel,Unauthorized,False
rxyepcfe,2023-01-02 17:51:09,Login,Dashboard,Success,True
gpdjgvyl,2023-01-02 17:51:12,Access,Financials,Unauthorized,False
xbuufbxx,2023-01-02 17:51:30,View,Dashboard,Success,True
ufdyplwg,2023-01-02 17:51:37,Access,Reports,Success,True
gihzcjrl,2023-01-02 17:52:20,Edit,Admin Panel,Unauthorized,False
lcatrqjc,2023-01-02 17:52:24,Login,Financials,Unauthorized,False
aaywmdwh,2023-01-02 17:52:49,View,Dashboard,Success,True
jhzxrsrr,2023-01-02 17:52:55,View,Documents,Success,True
eoxpifnh,2023-01-02 17:53:05,Access,Financials,Unauthorized,False
neiduvnx,2023-01-02 17:53:36,Access,Admin Panel,Unauthorized,False
owlfpozs,2023-01-02 17:53:50,Access,Dashboard,Success,True
jvikfgeq,2023-01-02 17:54:26,View,Documents,Success,True
mfuatbqr,2023-01-02 17:54:50,Login,Reports,Success,True
stjeiaqq,2023-01-02 17:55:16,Login,Documents,Success,True
kasvyiue,2023-01-02 17:56:05,Login,Dashboard,Success,True
nywxrsrl,2023-01-02 17:56:11,Delete,Financials,Unauthorized,False
erhljwil,2023-01-02 17:56:22,View,Documents,Success,True
fdjyeqjw,2023-01-02 17:56:31,Login,Financials,Unauthorized,False
wbzpzjby,2023-01-02 17:56:47,View,Admin Panel,Unauthorized,False
tjvcyvhw,2023-01-02 17:56:52,Access,Reports,Success,True
trcdevce,2023-01-02 17:57:11,Login,Dashboard,Success,True
rdynbshn,2023-01-02 17:58:06,View,Financials,Success,False
doalnkim,2023-01-02 17:58:07,Delete,Admin Panel,Unauthorized,False
umsclxgs,2023-01-02 17:58:10,Edit,Admin Panel,Unauthorized,False
xhfhlnvt,2023-01-02 17:58:22,Login,Financials,Success,False
tfrakjrn,2023-01-02 17:58:27,Access,Financials,Success,False
bhdofzck,2023-01-02 17:59:02,Access,Admin Panel,Unauthorized,False
luebxatr,2023-01-02 17:59:29,Edit,Admin Panel,Unauthorized,False
vxsszwnn,2023-01-02 18:00:16,Login,Dashboard,Success,True
oehsqrop,2023-01-02 18:00:23,Access,Dashboard,Success,True
ublhaehx,2023-01-02 18:01:10,View,Reports,Success,True
qnjwudrj,2023-01-02 18:01:29,View,Admin Panel,Unauthorized,False
taefeorx,2023-01-02 18:02:00,Delete,Financials,Unauthorized,False
sryzijrx,2023-01-02 18:02:10,View,Reports,Success,True
jvxxnovm,2023-01-02 18:02:41,Login,Documents,Success,True
xouszlvj,2023-01-02 18:03:01,Delete,Financials,Unauthorized,False
tzoglzzl,2023-01-02 18:03:03,Login,Reports,Success,True
fqkjbeoe,2023-01-02 18:03:03,Login,Admin Panel,Unauthorized,False
lvreeuva,2023-01-02 18:03:03,Access,Financials,Unauthorized,False
qrmffcgf,2023-01-02 18:03:06,View,Documents,Success,True
giurctdi,2023-01-02 18:03:07,Login,Dashboard,Success,True
gitldbza,2023-01-02 18:04:07,View,Reports,Success,True
rzsryvmd,2023-01-02 18:04:25,Login,Reports,Success,True
ihuouedi,2023-01-02 18:04:37,Access,Dashboard,Success,True
dwcccypf,2023-01-02 18:04:38,Delete,Financials,Success,False
bcwoucpd,2023-01-02 18:04:57,Access,Reports,Success,True
rzdyjskx,2023-01-02 18:05:07,Login,Reports,Success,True
pvyfffuv,2023-01-02 18:05:27,Delete,Financials,Unauthorized,False
kqakwfps,2023-01-02 18:06:45,Access,Financials,Unauthorized,False
tnfrlehy,2023-01-02 18:06:46,Delete,Admin Panel,Unauthorized,False
qccwzpuc,2023-01-02 18:07:12,Login,Admin Panel,Unauthorized,False
grojmmbs,2023-01-02 18:07:15,Access,Dashboard,Success,True
bbcigbiy,2023-01-02 18:07:21,View,Documents,Success,True
wmgtplve,2023-01-02 18:07:23,View,Dashboard,Success,True
cbioexlk,2023-01-02 18:07:30,Login,Documents,Success,True
uhweemst,2023-01-02 18:07:34,Edit,Admin Panel,Unauthorized,False
pkjsedos,2023-01-02 18:07:43,Access,Financials,Unauthorized,False
asrohipa,2023-01-02 18:07:50,Edit,Financials,Unauthorized,False
rhoawngn,2023-01-02 18:08:01,Login,Dashboard,Success,True
dxsehqkb,2023-01-02 18:08:22,View,Dashboard,Success,True
emkiechc,2023-01-02 18:08:42,View,Dashboard,Success,True
qegtueps,2023-01-02 18:08:48,Login,Reports,Success,True
telssuum,2023-01-02 18:09:01,Access,Dashboard,Success,True
zwxldmkp,2023-01-02 18:09:29,Edit,Admin Panel,Unauthorized,False
iofnskgf,2023-01-02 18:09:33,View,Dashboard,Success,True
svqeeobu,2023-01-02 18:09:51,Login,Documents,Success,True
dwiiptyj,2023-01-02 18:10:00,Login,Dashboard,Success,True
gytfitia,2023-01-02 18:10:12,View,Admin Panel,Success,False
tvvwzmru,2023-01-02 18:10:21,Login,Dashboard,Success,True
xbakigre,2023-01-02 18:10:21,Login,Financials,Unauthorized,False
ncpcsodc,2023-01-02 18:10:32,View,Documents,Success,True
kjabjyki,2023-01-02 18:10:37,Delete,Admin Panel,Unauthorized,False
dqbbqgpa,2023-01-02 18:10:40,Access,Documents,Success,True
fjfouvuy,2023-01-02 18:11:08,Access,Documents,Success,True
ibqscwmv,2023-01-02 18:11:19,Access,Financials,Unauthorized,False
zldnfrvc,2023-01-02 18:11:52,Login,Reports,Success,True
idbgehat,2023-01-02 18:11:52,Delete,Admin Panel,Unauthorized,False
kxxppfst,2023-01-02 18:12:04,Login,Reports,Success,True
gvbsxvsv,2023-01-02 18:12:21,Edit,Admin Panel,Unauthorized,False
ewrnbxsf,2023-01-02 18:12:24,View,Reports,Success,True
thchihua,2023-01-02 18:12:30,View,Documents,Success,True
kvcbysmp,2023-01-02 18:12:58,Login,Dashboard,Success,True
vgypkvnf,2023-01-02 18:13:00,Access,Reports,Success,True
xqoypvrm,2023-01-02 18:13:16,Login,Dashboard,Success,True
ondwpqmx,2023-01-02 18:13:18,View,Reports,Success,True
sbmrlqpp,2023-01-02 18:13:42,Login,Reports,Success,True
mijhkndh,2023-01-02 18:14:12,Delete,Admin Panel,Unauthorized,False
pguozich,2023-01-02 18:15:22,Login,Reports,Success,True
uqzebxzi,2023-01-02 18:15:23,View,Admin Panel,Unauthorized,False
etkwjxiu,2023-01-02 18:15:34,Login,Financials,Unauthorized,False
krgywksd,2023-01-02 18:15:40,Login,Admin Panel,Success,False
nwogusni,2023-01-02 18:16:27,Login,Documents,Success,True
ohewhhys,2023-01-02 18:16:36,View,Dashboard,Success,True
grxcrlqo,2023-01-02 18:17:08,Login,Dashboard,Success,True
cgxrxyol,2023-01-02 18:17:54,Access,Documents,Success,True
sttnphlx,2023-01-02 18:18:24,Edit,Financials,Unauthorized,False
vguhvigw,2023-01-02 18:18:29,View,Documents,Success,True
qcmywjcg,2023-01-02 18:18:53,Edit,Financials,Unauthorized,False
ebcygrww,2023-01-02 18:18:54,Edit,Financials,Unauthorized,False
strvudnz,2023-01-02 18:19:26,Access,Documents,Success,True
frefvmiw,2023-01-02 18:19:51,Access,Dashboard,Success,True
drmriqtj,2023-01-02 18:20:44,View,Dashboard,Success,True
tabnwveb,2023-01-02 18:20:45,Login,Reports,Success,True
mlljtjxn,2023-01-02 18:21:17,Access,Documents,Success,True
zqktlbtz,2023-01-02 18:21:18,View,Reports,Success,True
evmrtnbh,2023-01-02 18:21:45,Access,Reports,Success,True
wlbaxuah,2023-01-02 18:21:47,Access,Dashboard,Success,True
bolwoorh,2023-01-02 18:21:56,Login,Reports,Success,True
cwndiaih,2023-01-02 18:22:24,View,Dashboard,Success,True
kcsasldd,2023-01-02 18:22:59,View,Admin Panel,Success,False
jlllibjg,2023-01-02 18:23:21,Login,Financials,Unauthorized,False
uxwxucnu,2023-01-02 18:23:43,Login,Admin Panel,Unauthorized,False
mygjgysg,2023-01-02 18:23:48,Login,Dashboard,Success,True
dijseuve,2023-01-02 18:24:04,Access,Admin Panel,Unauthorized,False
gxwomsja,2023-01-02 18:24:14,Edit,Financials,Unauthorized,False
swyvyqwk,2023-01-02 18:24:42,View,Financials,Success,False
nispdidk,2023-01-02 18:24:57,Login,Dashboard,Success,True
pogdjuew,2023-01-02 18:25:00,Delete,Admin Panel,Success,False
fsngpsnt,2023-01-02 18:25:38,Delete,Admin Panel,Unauthorized,False
kivyndwp,2023-01-02 18:25:44,Login,Documents,Success,True
ocyllsrs,2023-01-02 18:26:13,Edit,Admin Panel,Success,False
wmzromjx,2023-01-02 18:27:19,Delete,Financials,Unauthorized,False
cgvdpzio,2023-01-02 18:28:19,View,Documents,Success,True
clkymwlp,2023-01-02 18:28:44,Access,Documents,Success,True
kadtejjf,2023-01-02 18:28:52,Access,Financials,Unauthorized,False
vqttflnw,2023-01-02 18:29:10,Login,Documents,Success,True
vodmmpfc,2023-01-02 18:29:33,Edit,Admin Panel,Unauthorized,False
nkkyhvje,2023-01-02 18:29:35,Login,Reports,Success,True
ptasdaxo,2023-01-02 18:29:47,Login,Dashboard,Success,True
nnoqqmpo,2023-01-02 18:30:00,View,Documents,Success,True
tlzznefo,2023-01-02 18:30:01,View,Dashboard,Success,True
wsrjgfvb,2023-01-02 18:30:05,View,Financials,Unauthorized,False
qypsnyhy,2023-01-02 18:30:18,Access,Financials,Unauthorized,False
uvtuotoz,2023-01-02 18:30:33,Access,Dashboard,Success,True
cjawqtfe,2023-01-02 18:30:41,Access,Reports,Success,True
rktelmgy,2023-01-02 18:31:00,View,Documents,Success,True
xktpfodm,2023-01-02 18:31:00,Access,Admin Panel,Success,False
czueclib,2023-01-02 18:31:35,Login,Admin Panel,Unauthorized,False
oomfahmo,2023-01-02 18:31:35,View,Documents,Success,True
xdtmunrx,2023-01-02 18:31:50,View,Financials,Unauthorized,False
ypijxeqt,2023-01-02 18:31:59,Delete,Financials,Unauthorized,False
lpggmdxz,2023-01-02 18:33:48,Login,Reports,Success,True
exynlixg,2023-01-02 18:33:48,Access,Dashboard,Success,True
qvwucxjl,2023-01-02 18:33:58,Access,Documents,Success,True
sdaratib,2023-01-02 18:34:15,View,Dashboard,Success,True
tyusfthw,2023-01-02 18:34:28,View,Admin Panel,Unauthorized,False
drdpslxw,2023-01-02 18:34:40,Login,Dashboard,Success,True
rcbhjppm,2023-01-02 18:34:56,Access,Documents,Success,True
eoixmgxn,2023-01-02 18:35:40,Edit,Financials,Success,False
jhuvknkh,2023-01-02 18:36:16,Access,Documents,Success,True
wgoditgs,2023-01-02 18:36:20,View,Reports,Success,True
jgksvmrx,2023-01-02 18:36:36,Edit,Financials,Success,False
qgqdtwzt,2023-01-02 18:36:44,View,Reports,Success,True
ikiwdquj,2023-01-02 18:36:45,Login,Reports,Success,True
ptiroufe,2023-01-02 18:36:45,Delete,Financials,Success,False
uybmqjty,2023-01-02 18:36:57,Login,Dashboard,Success,True
mhvvholq,2023-01-02 18:37:26,Access,Financials,Success,False
pwmqslbv,2023-01-02 18:37:35,View,Admin Panel,Success,False
dcocxglm,2023-01-02 18:37:56,View,Financials,Unauthorized,False
ehcmwkjz,2023-01-02 18:37:57,Access,Dashboard,Success,True
diytsbqe,2023-01-02 18:38:02,Access,Admin Panel,Success,False
fwwnkujt,2023-01-02 18:39:25,Access,Reports,Success,True
vinxqvqo,2023-01-02 18:39:35,Edit,Financials,Unauthorized,False
kgnnxmis,2023-01-02 18:39:43,View,Financials,Unauthorized,False
ufysmunw,2023-01-02 18:39:56,Delete,Admin Panel,Unauthorized,False
kgbsiahs,2023-01-02 18:40:38,Access,Admin Panel,Success,False
pojbbdxd,2023-01-02 18:40:39,Access,Reports,Success,True
qvfbgufe,2023-01-02 18:40:41,Login,Documents,Success,True
keqfcnmd,2023-01-02 18:40:54,Login,Dashboard,Success,True
yzmangaa,2023-01-02 18:40:56,Login,Reports,Success,True
yrbotbfd,2023-01-02 18:41:40,View,Financials,Success,False
uevlxqgx,2023-01-02 18:41:40,Access,Admin Panel,Unauthorized,False
trkkpqst,2023-01-02 18:42:22,Access,Documents,Success,True
cqbmhovk,2023-01-02 18:42:22,Login,Documents,Success,True
pcowjosw,2023-01-02 18:42:25,View,Documents,Success,True
jdtbohkz,2023-01-02 18:42:33,Edit,Financials,Success,False
kvmvwbav,2023-01-02 18:42:44,Access,Reports,Success,True
nuqbzzot,2023-01-02 18:43:01,View,Documents,Success,True
nlggqxlf,2023-01-02 18:43:09,View,Documents,Success,True
xovahwdi,2023-01-02 18:43:21,Access,Reports,Success,True
ovcgaidh,2023-01-02 18:43:34,Delete,Admin Panel,Success,False
uvirazds,2023-01-02 18:44:37,Delete,Financials,Unauthorized,False
nneoscyh,2023-01-02 18:44:48,View,Documents,Success,True
fzexinll,2023-01-02 18:45:10,Login,Admin Panel,Unauthorized,False
dpodnudx,2023-01-02 18:45:18,Edit,Financials,Unauthorized,False
ostdppcd,2023-01-02 18:45:24,Delete,Financials,Unauthorized,False
lxuwmand,2023-01-02 18:45:29,View,Dashboard,Success,True
ajvqkavo,2023-01-02 18:45:31,Login,Admin Panel,Unauthorized,False
bfazkzsg,2023-01-02 18:45:54,Login,Reports,Success,True
llgowbhj,2023-01-02 18:45:58,Login,Admin Panel,Success,False
bapcvjjg,2023-01-02 18:46:05,Login,Financials,Unauthorized,False
jnzaabah,2023-01-02 18:46:24,View,Admin Panel,Success,False
sbutirvm,2023-01-02 18:47:05,View,Financials,Unauthorized,False
onswoole,2023-01-02 18:47:34,Login,Dashboard,Success,True
syhwcnan,2023-01-02 18:48:14,Login,Dashboard,Success,True
ewywfvsd,2023-01-02 18:48:27,Login,Financials,Unauthorized,False
fxemgows,2023-01-02 18:48:29,Delete,Admin Panel,Unauthorized,False
keehtzue,2023-01-02 18:49:16,Delete,Admin Panel,Success,False
lwikncdt,2023-01-02 18:49:22,Login,Documents,Success,True
qzfwbxbv,2023-01-02 18:49:23,Edit,Financials,Unauthorized,False
aykjgicj,2023-01-02 18:49:28,Edit,Financials,Unauthorized,False
vqihrymq,2023-01-02 18:49:43,View,Financials,Unauthorized,False
ewbffsdq,2023-01-02 18:49:53,Access,Documents,Success,True
pxksrlqk,2023-01-02 18:50:16,Access,Reports,Success,True
xjkemjxw,2023-01-02 18:50:21,Login,Dashboard,Success,True
dupxduco,2023-01-02 18:50:22,View,Reports,Success,True
wxxzgmsv,2023-01-02 18:50:33,Login,Reports,Success,True
yugsjgtd,2023-01-02 18:50:43,Login,Financials,Unauthorized,False
dkeqlmjp,2023-01-02 18:51:32,View,Admin Panel,Unauthorized,False
hyuzuhya,2023-01-02 18:52:00,Delete,Financials,Success,False
ulqkzzig,2023-01-02 18:52:01,Login,Reports,Success,True
wwfnvwom,2023-01-02 18:52:30,Access,Dashboard,Success,True
fuicdkeb,2023-01-02 18:52:30,Edit,Admin Panel,Unauthorized,False
fkrvojtb,2023-01-02 18:52:32,Login,Documents,Success,True
twnxfylp,2023-01-02 18:52:49,View,Admin Panel,Unauthorized,False
qwgvsuog,2023-01-02 18:52:49,Login,Reports,Success,True
nmvzsjao,2023-01-02 18:53:00,Login,Dashboard,Success,True
hfhupouq,2023-01-02 18:53:09,Login,Financials,Unauthorized,False
wqgkpabj,2023-01-02 18:53:11,Access,Financials,Success,False
eakjjhwq,2023-01-02 18:53:29,Edit,Financials,Unauthorized,False
xyglggch,2023-01-02 18:53:30,View,Documents,Success,True
kvfvvwmf,2023-01-02 18:54:10,Login,Dashboard,Success,True
axatvcou,2023-01-02 18:54:36,Delete,Admin Panel,Success,False
ekiwcgpa,2023-01-02 18:55:19,Login,Financials,Unauthorized,False
bdqxfjvy,2023-01-02 18:55:29,Access,Dashboard,Success,True
keuspmki,2023-01-02 18:55:53,Delete,Admin Panel,Unauthorized,False
wqgwzpjj,2023-01-02 18:56:32,Delete,Admin Panel,Unauthorized,False
offuucrt,2023-01-02 18:57:24,View,Financials,Success,False
rqlnbstn,2023-01-02 18:57:41,Login,Reports,Success,True
ehsgqkae,2023-01-02 18:57:58,View,Reports,Success,True
xlljkaeg,2023-01-02 18:58:01,View,Dashboard,Success,True
wxgjoiqo,2023-01-02 18:58:02,Login,Documents,Success,True
rgypgpid,2023-01-02 18:58:05,Login,Reports,Success,True
cawodkkx,2023-01-02 18:58:19,Login,Admin Panel,Unauthorized,False
otqnzyls,2023-01-02 18:58:36,Login,Financials,Success,False
smmzrhwm,2023-01-02 18:58:38,Login,Reports,Success,True
zguovzgb,2023-01-02 18:59:02,Login,Reports,Success,True
gtdkvnqt,2023-01-02 18:59:42,Access,Reports,Success,True
joxmugku,2023-01-02 18:59:43,View,Reports,Success,True
bgtgmtut,2023-01-02 18:59:43,Login,Reports,Success,True
chhwnhzu,2023-01-02 19:00:10,View,Dashboard,Success,True
pufwyigf,2023-01-02 19:00:19,Access,Documents,Success,True
rumkrstx,2023-01-02 19:00:49,Login,Documents,Success,True
gyxmcjdy,2023-01-02 19:01:06,View,Documents,Success,True
mysabfoh,2023-01-02 19:01:12,View,Financials,Unauthorized,False
rcxisnlh,2023-01-02 19:01:38,View,Reports,Success,True
bdhoouff,2023-01-02 19:02:16,Login,Documents,Success,True
seussmhs,2023-01-02 19:02:19,View,Financials,Success,False
wdwmiknw,2023-01-02 19:02:20,Login,Financials,Unauthorized,False
nkifyegx,2023-01-02 19:02:21,Login,Reports,Success,True
ruahvkqv,2023-01-02 19:02:25,Delete,Admin Panel,Unauthorized,False
otbzzeqh,2023-01-02 19:02:41,View,Dashboard,Success,True
wgrbdkrn,2023-01-02 19:03:09,Access,Dashboard,Success,True
ywcgumok,2023-01-02 19:04:06,View,Reports,Success,True
wlpjsvrc,2023-01-02 19:04:24,View,Reports,Success,True
obnlipnr,2023-01-02 19:04:26,View,Documents,Success,True
tvgdakoc,2023-01-02 19:04:27,Access,Documents,Success,True
vkbynfmi,2023-01-02 19:04:39,Access,Documents,Success,True
kgsyxeyh,2023-01-02 19:04:55,View,Financials,Unauthorized,False
ogwitzmj,2023-01-02 19:04:59,Access,Reports,Success,True
hrfwpdee,2023-01-02 19:05:08,Login,Dashboard,Success,True
drlnnyxn,2023-01-02 19:05:13,Edit,Admin Panel,Success,False
xijggjdh,2023-01-02 19:05:36,Access,Dashboard,Success,True
mhvmtxrm,2023-01-02 19:05:39,Edit,Admin Panel,Unauthorized,False
vbqzmunx,2023-01-02 19:05:42,View,Dashboard,Success,True
tjhfqdrx,2023-01-02 19:05:44,Login,Admin Panel,Unauthorized,False
wegblsio,2023-01-02 19:05:49,View,Documents,Success,True
esbvrxuc,2023-01-02 19:06:01,Edit,Admin Panel,Unauthorized,False
efydtduc,2023-01-02 19:06:17,Delete,Financials,Unauthorized,False
xbzbmuzb,2023-01-02 19:06:22,Access,Dashboard,Success,True
awrkwjsz,2023-01-02 19:06:23,Login,Documents,Success,True
hohmxkfp,2023-01-02 19:07:34,Edit,Financials,Unauthorized,False
jnxidiey,2023-01-02 19:07:42,Delete,Financials,Unauthorized,False
hevpjnhj,2023-01-02 19:08:11,Delete,Admin Panel,Unauthorized,False
ahkgffnm,2023-01-02 19:09:14,Login,Admin Panel,Unauthorized,False
dreayqfy,2023-01-02 19:09:15,Access,Documents,Success,True
luacmzwh,2023-01-02 19:10:26,Access,Reports,Success,True
xvuvctrn,2023-01-02 19:11:09,Login,Reports,Success,True
ntcdlcje,2023-01-02 19:11:19,Edit,Admin Panel,Success,False
aifxutsq,2023-01-02 19:11:28,Login,Dashboard,Success,True
fdzsujfs,2023-01-02 19:11:44,Edit,Financials,Unauthorized,False
ymdnfspt,2023-01-02 19:12:27,View,Financials,Unauthorized,False
scsywxth,2023-01-02 19:12:47,Access,Documents,Success,True
osxhmvdz,2023-01-02 19:12:53,Delete,Admin Panel,Unauthorized,False
aylazvid,2023-01-02 19:13:25,Login,Dashboard,Success,True
lxdqseym,2023-01-02 19:13:57,View,Reports,Success,True
myqtrzky,2023-01-02 19:14:05,Login,Documents,Success,True
dsqtdtwo,2023-01-02 19:14:23,Access,Reports,Success,True
aivdxyys,2023-01-02 19:14:35,Edit,Financials,Success,False
gnhimrao,2023-01-02 19:14:41,Edit,Financials,Unauthorized,False
fkvshedv,2023-01-02 19:14:44,View,Dashboard,Success,True
